source,target,content,type
52225059130521284712354533136299769248,178135273196943036370501296992220078407,I think I had a problem similar to that - you might check what the chunklen is; I was getting 130 a lot which meant incorrect port.,replied_to
52225059130521284712354533136299769248,1194024960109334618,"~~I'm passing level zero, but once I change the remote server port, my recv call hangs without giving an error. all I'm changing is ```if (opcode == 1) {
populate_sockaddr(remote_addr, addr_fam, remote_ip, opparam);
        }``` and the sendto call looks right to me. Do I need to change some other aspect of the connection?~~ I just needed to call connect again",posted_in_channel
52225059130521284712354533136299769248,60594056836994140915973114304303418583,"you should not call connect() at any point in this lab, to clarify",replied_to
52225059130521284712354533136299769248,1194025010621321226,"If anyone is having trouble with the automated test, make sure to go into www/cgi-bin and run that makefile! Not sure if I missed that in the instructions",posted_in_channel
83544633018077664925644463261004707254,1192932762009743486,"I thought I got it working through kde's network manager, but then I realized I didn't have dns resolution. After trying to install the openvpn3-client, I gave up after seeing that they haven't released anything for 23.10 even on the development branch. I was able to ssh in through moat.cs.byu.edu without the vpn tho 🤷‍♂️. If I ever actually need it, I'll either reinstall the latest lts or run a virtual machine with virt-manager.",posted_in_channel
83544633018077664925644463261004707254,55338540642148045277587255212615556459,"I thought I got it working through kde's network manager, but then I realized I didn't have dns resolution. After trying to install the openvpn3-client, I gave up after seeing that they haven't released anything for 23.10 even on the development branch. I was able to ssh in through moat.cs.byu.edu without the vpn tho 🤷‍♂️. If I ever actually need it, I'll either reinstall the latest lts or run a virtual machine with virt-manager.",replied_to
83544633018077664925644463261004707254,1195013724780625920,"Gotcha. Yeah, I've never gotten it to work without the duo push and at this point I've accepted it. I guess that's why I got the lab vm image running",posted_in_thread
83544633018077664925644463261004707254,1194024142513639434,This means that you can't use your password to authenticate github actions through the terminal. You either have to set up a personal access token or do it over ssh using your ssh key,posted_in_channel
83544633018077664925644463261004707254,340078930269759384907011515814156661209,Make sure there are no trailing characters after the hex values as well,replied_to
83544633018077664925644463261004707254,38835482236946671516594184585329831420,This means that you can't use your password to authenticate github actions through the terminal. You either have to set up a personal access token or do it over ssh using your ssh key,replied_to
83544633018077664925644463261004707254,1194024189657628884,Make sure there are no trailing characters after the hex values as well,posted_in_channel
83544633018077664925644463261004707254,61793052560874397934401343675331133595,Or 0-31,replied_to
83544633018077664925644463261004707254,1194024338177937451,"Yeah, that looks like system reset and a bios password prompt. The CS CSRs would be your best bet: https://support.cs.byu.edu/",posted_in_channel
83544633018077664925644463261004707254,142838701429072772128655441259243143722,Ah no I got it from here- this is the message with the command I used,replied_to
83544633018077664925644463261004707254,1194024406561869896,It's `gcc -o myprog1 myprog1.c`,posted_in_channel
83544633018077664925644463261004707254,125831475142104118841167596917535727369,Thank you!,replied_to
83544633018077664925644463261004707254,1194024887996653569,"If you don't exit after the does-not-exist error, the child will return to the main process and start reading the input to the program and run everything again.",posted_in_channel
83544633018077664925644463261004707254,123909673150468586777835952441296118909,"If you don't exit after the does-not-exist error, the child will return to the main process and start reading the input to the program and run everything again.",replied_to
83544633018077664925644463261004707254,101923023412443028531657491699968469949,"thats the thing, I have a loop that should have initalized the contents of buffer.... I'll check to see if its broken or something",replied_to
83544633018077664925644463261004707254,1194025010621321226,"It means that your buffer has characters in it when it's initialized. C doesn't initialize your buffer to zero, so you have to do it yourself",posted_in_channel
339492410568599340752330295044889280039,171024720826306442062486404252480392333,"I had the same issue yesterday, I fixed it by making my child EXIT if the command is not valid, because my child was only returning. If you only return the child, the invalid process is added to the job list and it makes the test have too much output for some reason",replied_to
339492410568599340752330295044889280039,1194024887996653569,"I've got this issue, not sure the solution yet.",posted_in_channel
339492410568599340752330295044889280039,221528945872248921303674648586069394839,"I've got this issue, not sure the solution yet.",replied_to
326536121018334721405270387302765425880,1194024338177937451,sha1sum,posted_in_channel
326536121018334721405270387302765425880,1211893420180897812,"I also had troubles with this for a while. I just made a lot of little changes at a time so I don’t remember what it was that actually fixed it, but make sure to keep track of the bytes read/sent/received/written and also the totals. Some of them I added null characters at the end too. 
Sorry I can’t be more help, but best of luck",posted_in_thread
289731214986117883332188066791331247169,1192932762009743486,When will grades be posted for lab 1?,posted_in_channel
289731214986117883332188066791331247169,1194024960109334618,Why is my terminal outputting an error when I compile but I manage to pass my tests?,posted_in_channel
289731214986117883332188066791331247169,142838701429072772128655441259243143722,It likely isn’t actually remaking the file- I’d make clean and remake to see if it’s actually compiling,replied_to
289731214986117883332188066791331247169,1194025134013550693,Is the exam going to be curved? Average score is 65%,posted_in_channel
38835482236946671516594184585329831420,1194024142513639434,"When I try to create a mirrored version on a cs machine, it prompts me to login to my GitHub account, but then says “support for password authentication remove” anyone else had this problem?",posted_in_channel
38835482236946671516594184585329831420,61793052560874397934401343675331133595,are you in the correct directory that has hello.c? Can verify with `ls`,replied_to
38835482236946671516594184585329831420,142838701429072772128655441259243143722,You have the arguments switched I believe,replied_to
38835482236946671516594184585329831420,1194024243554431118,anyone understand how to format the ps command? ive got -o working but i have no clue how -p works,posted_in_channel
38835482236946671516594184585329831420,177395904021552631937737350662753792721,"-p is looking for a process id, which the fork executable conveniently outputs",replied_to
38835482236946671516594184585329831420,1194024309648265377,"When I call only handler10, it prints the exit status, even though it’s has not print lines anywhere. Why is that?",posted_in_channel
38835482236946671516594184585329831420,1194024406561869896,what arguments are passed into the main function of myprog1?,posted_in_channel
38835482236946671516594184585329831420,1194024836163457154,"In the case that there is exactly 2 child processes (2 commands piped) it seems like the parent process is pretty simple, but some of the tests are failing. am i missing anything here?",posted_in_channel
38835482236946671516594184585329831420,301404480614492085242838111690568286605,"probably want to wait for each of the child processes, not the first one twice",replied_to
38835482236946671516594184585329831420,1194024887996653569,How can I check if a process is in the foreground or background?,posted_in_channel
38835482236946671516594184585329831420,1194024960109334618,"im seeing a few people have had the issue where recvfrom hangs in level 1, did anyone find a good resolution to that problem?",posted_in_channel
38835482236946671516594184585329831420,1194025010621321226,"where do we get the values for ""Connection"" and Proxy-Connection"" that we send in our request to the server?",posted_in_channel
38835482236946671516594184585329831420,12563841620459862337423867749985313687,"I believe they can both just be `close`. As opposed to something like `keep-alive` or `upgrade`. It's just saying that you don't care about keeping the connection alive after this request has been completed, which you don't.",replied_to
287747573422379892838144117815499496115,1192932762009743486,Has anyone else found that the homeworks usually take longer than the 3 hours or whatever time is quoted? I've been spending probably closer to 4-5 hours,posted_in_channel
287747573422379892838144117815499496115,42883837382410989254371470380046741156,Does this mean the TAs will review our exams and potentially give us some credit back?,replied_to
287747573422379892838144117815499496115,252122291372972891917685148986981375101,"Under the contents tab on learning suite, there's a section called exam study topics",replied_to
287747573422379892838144117815499496115,61793052560874397934401343675331133595,"I second this. I get that the grades were boosted (64% class average to 69%), but was this due to a curve or only due to the switching of the problems?",replied_to
287747573422379892838144117815499496115,60594056836994140915973114304303418583,"oh yes, it always takes me much longer, but it does say that times vary by student",replied_to
287747573422379892838144117815499496115,1207386075228799026,"The sections for the reading quizzes don't line up. The quizzes usually line up to what is being discussed in class. So, Reading Quiz 6 is on sockets (11.4 in the textbook)",posted_in_thread
287747573422379892838144117815499496115,1200159744493633537,"Same with me. HW 2 was fast, the other two very much not so",posted_in_thread
287747573422379892838144117815499496115,198577503545578801442082863432953009824,"I had that issue when I was using `local_addr` in the `accept` call instead of `remote_addr`, changing it to remote fixed it for me (but I'm not positive my logic is sound)",replied_to
287747573422379892838144117815499496115,1194024338177937451,"Does anyone have an idea why my remote address is not printing for section 2? It prints just fine in section 1 with UDP, but not in section 2 with TCP",posted_in_channel
287747573422379892838144117815499496115,142838701429072772128655441259243143722,"Mine definitely went up when the problems were fixed, and from what I can tell the new score is accurate to the points given",replied_to
287747573422379892838144117815499496115,1194024406561869896,Anybody have any tips for why my sha1sum doesn't match the starting characters of the answer?,posted_in_channel
287747573422379892838144117815499496115,1219405279662440498,"Makes sense, thank you!",posted_in_thread
287747573422379892838144117815499496115,1194024836163457154,"```
$ make test41
./checktsh.pl -v -t trace41.txt

**************************************
* ./checktsh.pl: Checking trace41.txt...
**************************************

./checktsh.pl: Running reference shell on trace41.txt...
#
# trace41.txt - Pipeline with stdin/stdout redirection
#
tsh> ./myppid | ./mygrep 5 [0-9] > tshtmp-1-9kaFfA
tsh> ./myppid | ./mygrep 5 [a-z] > tshtmp-2-g5QH6t
tsh> ./mycat 5 tshtmp-1-9kaFfA
(1969229)
tsh> ./mycat 5 tshtmp-2-g5QH6t
tsh> ./mycat 5 < tshtmp-1-9kaFfA | ./mygrep 5 [0-9]
(1969229)
tsh> ./mycat 5 < tshtmp-1-9kaFfA | ./mygrep 5 [a-z]

./checktsh.pl: Running your shell on trace41.txt...
#
# trace41.txt - Pipeline with stdin/stdout redirection
#
tsh> ./myppid | ./mygrep 5 [0-9] > tshtmp-1-SMECUX
(1969249)
tsh> ./myppid | ./mygrep 5 [a-z] > tshtmp-2-mhi06R
tsh> ./mycat 5 tshtmp-1-SMECUX
tshtmp-1-SMECUX
tsh> ./mycat 5 tshtmp-2-mhi06R
tshtmp-2-mhi06R
tsh> ./mycat 5 < tshtmp-1-SMECUX | ./mygrep 5 [0-9]
tsh> ./mycat 5 < tshtmp-1-SMECUX | ./mygrep 5 [a-z]

./checktsh.pl: Comparing reference outputs to your outputs...
./checktsh.pl: ERROR: Reference output (ref) differs from yours (tsh):
 ref:tsh>./myppid|./mygrep5[a-z]>(tshtmp-2)
 tsh:(PID)

make: *** [Makefile:43: test41] Error 25
```",posted_in_channel
287747573422379892838144117815499496115,1194025010621321226,"Has anyone gotten ```ConnectionResetError: [Errno 104] Connection reset by peer``` from the slow-client.py program when they this command? 
```./slow-client.py -x http://localhost:64300/ -b 1 ""http://www-notls.imaal.byu.edu/cgi-bin/slowsend.cgi?obj=lyrics""```",posted_in_channel
287747573422379892838144117815499496115,1194025134013550693,Seconding this. That was not an easy test lol,posted_in_channel
287747573422379892838144117815499496115,287747573422379892838144117815499496115,<@681617543563051019> Could you comment on this?,replied_to
287747573422379892838144117815499496115,250376467938770280930328576724731505816,Seconding this. That was not an easy test lol,replied_to
299781038132164714982434739541044784925,1192932762009743486,Are any TAs working today?,posted_in_channel
142838701429072772128655441259243143722,1192932762009743486,It should be the chapters from these first few weeks- the schedule on learning suite has the exact sections,posted_in_channel
142838701429072772128655441259243143722,134028280820252539168718268045295077061,"The only time limit is when the testing center closes, he said in class it could take 1-3 hours depending on how fast you test",replied_to
142838701429072772128655441259243143722,189294666892469755844061331029618080209,"You can mark it after the day, I’ve done that a couple times when I’ve forgotten, just make sure you only mark for days you’re there",replied_to
142838701429072772128655441259243143722,282336932233429805555549892070042714735,"Where have you gotten lost? Do you understand the handlers, read the github, all that?",replied_to
142838701429072772128655441259243143722,61793052560874397934401343675331133595,As in the domain name of the server that I was told to store as an int? So I'm supposed to convert it and pass it in? And am I missing anything else? I kinda just put NULL for the last param coz I didn't see instructions concerning it,replied_to
142838701429072772128655441259243143722,162856231949085373146913158308748231179,"The late policy is linked in the syllabus, might be able to find some of these in there, its kinda complicated to explain over text haha",replied_to
142838701429072772128655441259243143722,340078930269759384907011515814156661209,Have you run make inside of cgi bin?,replied_to
